name,credit,department,language,charge
Usability Engineering,6,34355300 FG S-Professur Quality and Usability,de,"Möller, Sebastian"
Usability Engineering in Information and Communication Technologies,6,34355300 FG S-Professur Quality and Usability,de,"Möller, Sebastian"
Usability Engineering in Information and Communication Technologies,6,34355300 FG S-Professur Quality and Usability,de,"Möller, Sebastian"
Vehicular Networking and Cooperative Driving,6,34331200 FG Telekommunikationsnetze,en,"Dressler, Falko"
Verkehrssicherheit und Beleuchtung,6,34311500 FG Lichttechnik,de,"Völker, Stephan"
Verteilte Systeme,6, 34331500 FG Distributed and Operating Systems (DOS),de,"Kao, Odej"
Vertiefende Themen in HCI,6,34353300 FG Mensch-Computer-Interaktion (HCI),de,"George, Ceenu"
Vertiefung Photovoltaik,6,34321800 FG Perowskit-Solarzellen,de,"Albrecht, Steve"
Vertiefung Photovoltaik intensiv,9,34321800 FG Perowskit-Solarzellen,de,"Albrecht, Steve"
VS - View Synthesis,3,34341600 FG Computer Vision and Remote Sensing,en,"Hellwich, Olaf"
Wahlmodul Beleuchtungstechnik,6,34311500 FG Lichttechnik,de,"Völker, Stephan"
Wahrnehmung und Handeln,6,34351300 FG Neuronale Informationsverarbeitung,en,"Obermayer, Klaus"
Websecurity,6,34355100 FG S-Professur Security in Telecommunications (SecT),de,"Seifert, Jean-Pierre"
Webtechnologien,6,34335700 FG S-Professur Service Centric Networking (SNET),de,"Küpper, Axel"
Wettbewerbsrecht,6,34355300 FG S-Professur Quality and Usability,de,"Möller, Sebastian"
Wind Power Generation,6,34311100 FG Elektrische Antriebstechnik (EA),de,"Schäfer, Uwe"
Wireless Communications Lab,6,34331600 FG Theoretische Grundlagen der Kommunikationstechnik,en,"Kortke, Andreas"
Wireless Communications Lab,6,34331600 FG Theoretische Grundlagen der Kommunikationstechnik,en,"Kortke, Andreas"
Wireless Communication Systems,6,34331600 FG Theoretische Grundlagen der Kommunikationstechnik,en,"Caire, Giuseppe"
Wireless Networking Technologies,6,34331200 FG Telekommunikationsnetze,en,"Dressler, Falko"
Wissenschaftliches Arbeiten in der Elektrotechnik. Eine Einführung.,3,34311300 FG Hochspannungstechnik,de,"Plath, Ronald"
Wissenschaftliches Arbeiten in der Medieninformatik,5,34355300 FG S-Professur Quality and Usability,de,"Möller, Sebastian"
Wissenschaftliches Rechnen,6,34341300 FG Computer Graphics,de,"Alexa, Marc"
World of Proofcraft,6,34351900 FG Modelle und Theorie Verteilter Systeme (MTV),de,"Nestmann, Uwe"
Zeitdiskrete Regelsysteme,6,34311800 FG Regelungssysteme (Control Systems),de,"Schauer, Thomas"
Zeitdiskrete Regelsysteme,6,34311800 FG Regelungssysteme (Control Systems),de,"Schauer, Thomas"
Zuverlässigkeit integrierter Elektroniksysteme,3,34325000 FG Werkstoffe der hetero-Systemintegration,de,"Schneider-Ramelow, Martin"
